,sentence,sentence_preprocessed,sentence_length,high_low_freq,word_level,long_word_count,is_complete_sentence,is_complete_context
288,臺灣師大心理與教育測驗研究發展中心強調，昨天公布的題型並非正式試題的模擬，僅供師生參考活用，學生不能死記或背誦。,臺灣 師大 心理 與 教育 測驗 研究 發展 中心 強調 昨天 公布 的 題型 並非 正式 試題 的 模擬 僅 供 師生 參考 活用 學生 不能 死記 或 背誦,29,"{'High': 24, 'Low': 5}","{'第1級': 5, 'Unknown': 9, '第5級': 4, '第4*級': 3, '第3級': 4, '第4級': 1, '第3*級': 1, '第6級': 2}",0,Y,Y
289,這次公布的題例中，以數學科的生活化最明顯，過去的數學出題方式太偏重演算，未來的新題型強調讓學生從生活中運用數學。,這 次 公布 的 題例 中 以 數學科 的 生活化 最 明顯 過去 的 數學 出題 方式 太 偏重 演算 未來 的 新 題型 強調 讓 學生 從 生活 中 運用 數學,32,"{'High': 25, 'Low': 7}","{'第1級': 8, '第2級': 2, '第5級': 5, 'Unknown': 8, '第1*級': 2, '第4級': 2, '第4*級': 3, '第7級': 1, '第3級': 1}",2,Y,Y
290,國文科命題特色，以學生生活與同儕經驗為主，打破冊數界限，重視統整性評量；命題內容以部編本第一冊至第六冊語文常識（上）所涵蓋的語文知識、文化常識為命題架構。,國文科 命題 特色 以 學生 生活 與 同儕 經驗 為主 打破 冊數 界限 重視 統整性 評量 命題 內容 以 部編本 第一 冊 至 第六 冊 語文 常識 上 所 涵蓋 的 語文 知識 文化 常識 為 命題 架構,38,"{'Low': 5, 'High': 33}","{'Unknown': 7, '第7級': 3, '第4級': 3, '第5級': 10, '第1級': 3, '第3級': 1, '第4*級': 3, '第6級': 3, '第2級': 4, '第3*級': 1}",3,Y,Y
291,英文科命題強調日常生活靈活運用英語的能力，命題偏重語言使用的自然情境，而非單字、文法等片段或繁瑣的記憶。,英文科 命題 強調 日常 生活 靈活 運用 英語 的 能力 命題 偏重 語言 使用 的 自然 情境 而 非 單字 文法 等 片段 或 繁瑣 的 記憶,27,"{'Low': 5, 'High': 22}","{'Unknown': 2, '第7級': 4, '第5級': 5, '第4*級': 2, '第3級': 3, '第2*級': 1, '第1級': 3, '第2級': 2, '第4級': 1, '第3*級': 2, '第6級': 2}",1,Y,Y
292,基本學力測驗首測八日起報名,基本 學力 測驗 首 測 八日 起 報名,8,"{'High': 7, 'Low': 1}","{'第5級': 1, 'Unknown': 3, '第4*級': 2, '第3*級': 1, '第4級': 1}",0,N,Y
293,【記者楊惠芳報導】「國中生基本學力測驗」將在今年的三月三十一日、四月一日舉行第一次測驗，第二次考試時間是六月九日、十日。未來每年分成兩次辦理，參加兩次測驗的考生可從成績中擇優「完整使用」，不得挑選不同次別的單科績優分數「搭配使用」。,記者 楊惠芳 報導 國中生 基本 學力 測驗 將 在 今年 的 三月 三十一日 四月 一日 舉行 第一 次 測驗 第二 次 考試 時間 是 六月 九日 十日 未來 每 年 分成 兩 次 辦理 參加 兩 次 測驗 的 考生 可 從 成績 中 擇優 完整 使用 不得 挑選 不同 次別 的 單科 績優 分數 搭配 使用,57,"{'High': 50, 'Low': 7}","{'第4級': 6, 'Unknown': 19, '第5級': 6, '第4*級': 5, '第1*級': 4, '第1級': 9, '第2級': 7, '第3級': 1}",3,Y,Y
294,至於如何擇優選用呢﹖因為各校在推荐甄選、申請入學等管道的加權計分方式不同，因此，學生應參考各校公布的入學辦法，再估算自己哪一次的分數較具優勢。,至於 如何 擇優 選用 呢 因為 各 校 在 推荐 甄選 申請 入學 等 管道 的 加權 計分 方式 不同 因此 學生 應 參考 各 校 公布 的 入學 辦法 再 估算 自己 哪 一 次 的 分數 較 具 優勢,41,"{'High': 37, 'Low': 4}","{'第5級': 7, 'Unknown': 9, '第1級': 6, '第1*級': 4, '第2級': 5, '第4級': 2, '第3*級': 1, '第4*級': 3, '第3級': 1, '第6級': 3}",0,Y,Y
295,教育部表示，首次施測自一月八日起辦理報名，第二次施測報名日期是五月十八日到二十日，全省將分為十八個考區同步施測。全部試題採用「四選一」的選擇題做為命題方式。,教育部 表示 首 次 施測 自 一月 八日 起 辦理 報名 第二 次 施測 報名 日期 是 五月 十八日 到 二十日 全 省 將 分為 十八 個 考區 同步 施測 全部 試題 採用 四 選 一 的 選擇題 做為 命題 方式,41,"{'High': 35, 'Low': 6}","{'第5級': 4, '第4*級': 4, '第2級': 4, 'Unknown': 14, '第1級': 7, '第3*級': 1, '第4級': 4, '第6級': 1, '第3級': 1, '第7級': 1}",4,Y,Y
296,「日日談」管理者與教育家的境界,日日談 管理 者 與 教育家 的 境界,7,"{'Low': 2, 'High': 5}","{'Unknown': 3, '第4*級': 2, '第1級': 1, '第6級': 1}",2,N,Y
297,臺北區高中多元入學，多所高中的招生簡章出現「無記過條款」，凡就讀國中期間有記過記錄的學生，不得申請或甄選入學。此一條款被質疑侵害學生受教權益。經過輿論反映，臺北市教育局立即要求學校取消這項條文，值得肯定。,臺北區 高中 多元 入學 多 所 高中 的 招生 簡章 出現 無 記過 條款 凡 就讀 國中 期間 有 記過 記錄 的 學生 不得 申請 或 甄選 入學 此 一 條款 被 質疑 侵害 學生 受教 權益 經過 輿論 反映 臺北市 教育局 立即 要求 學校 取消 這 項 條文 值得 肯定,51,"{'Low': 5, 'High': 46}","{'Unknown': 9, '第2級': 5, '第5級': 10, '第1級': 9, '第4級': 5, '第6級': 7, '第4*級': 2, '第3級': 1, '第7級': 2, '第3*級': 1}",3,Y,Y
298,不過，此事仍有餘波蕩漾，一些校長也說話了，說：「無記過條款有其教育功能，讓學生有所警惕，並非不合理。」「品行與成績一樣重要。」,不過 此 事 仍 有 餘波蕩漾 一些 校長 也 說話 了 說 無 記過 條款 有 其 教育 功能 讓 學生 有所 警惕 並非 不 合理 品行 與 成績 一樣 重要,31,"{'High': 27, 'Low': 4}","{'第2級': 4, '第5級': 2, '第1*級': 4, '第4級': 3, '第1級': 6, 'Unknown': 4, '第6級': 5, '第3級': 1, '第4*級': 2}",1,Y,N
299,確實，品行與成績都重要，前者甚至更重要。學校管理風格不同，記過的事由、輕重標準也不一；被記過的學生是否真正「惡性重大」，以至於學校拒絕他入學有足夠正當性﹖而且，學生被記過，已經是一種懲罰，目的正是警惕他不再犯錯，而不是做成記錄當作升學時篩檢的依據之一。我們經常教育孩子：人沒有不犯錯的，但是要能從錯誤中學習。現在一些學校卻不願意給他們學習的機會，這又怎麼符合教育的精神﹖,確實 品行 與 成績 都 重要 前者 甚至 更 重要 學校 管理 風格 不同 記過 的 事由 輕重 標準 也 不一 被 記過 的 學生 是否 真正 惡性 重大 以至於 學校 拒絕 他 入學 有 足夠 正當性 而且 學生 被 記過 已經 是 一 種 懲罰 目的 正 是 警惕 他 不再 犯錯 而 不 是 做成 記錄 當作 升學 時 篩檢 的 依據 之 一 我們 經常 教育 孩子 人 沒有 不 犯錯 的 但是 要 能 從 錯誤 中 學習 現在 一些 學校 卻 不 願意 給 他們 學習 的 機會 這 又 怎麼 符合 教育 的 精神,100,"{'High': 90, 'Low': 10}","{'第5級': 11, '第6級': 6, '第4*級': 4, '第2級': 11, '第1級': 34, 'Unknown': 13, '第3級': 4, '第3*級': 6, '第4級': 7, '第1*級': 4}",2,Y,N
300,身為學校的管理者，校長們為學校招收優秀學生，是為了整體質的提升，但也不妨以教育家的心懷自我期許：「不要不允許會犯錯的學生進來，要期許他們經過這所學校的化育之後，品學兼優的出去。」,身為 學校 的 管理 者 校長 們 為 學校 招收 優秀 學生 是 為了 整 體質 的 提升 但 也 不妨 以 教育家 的 心懷 自我 期許 不要 不 允許 會 犯錯 的 學生 進來 要 期許 他們 經過 這 所 學校 的 化育 之後 品學兼優 的 出去,48,"{'High': 43, 'Low': 5}","{'第6級': 5, '第1級': 18, '第4*級': 1, 'Unknown': 10, '第4級': 3, '第7級': 1, '第5級': 5, '第3*級': 1, '第2級': 3, '第1*級': 1}",2,Y,Y
301,災校重建慢行政院長急,災 校 重建 慢 行政院長 急,6,{'High': 6},"{'Unknown': 3, '第5級': 1, '第1*級': 1, '第3級': 1}",1,N,Y
302,【記者夏成淵報導】政府重建災區學校的速度太慢，行政院院長張俊雄昨天在院會上指示相關單位，在兩週內徹查並且追究失職人員的責任，必要時將調整人事。,記者 夏成淵 報導 政府 重建 災區 學校 的 速度 太 慢 行政院 院長 張俊雄 昨天 在 院會 上 指示 相關 單位 在 兩 週 內 徹查 並且 追究 失職 人員 的 責任 必要 時 將 調整 人事,37,"{'High': 33, 'Low': 4}","{'第4級': 5, 'Unknown': 7, '第5級': 7, '第1級': 7, '第3*級': 2, '第1*級': 3, '第4*級': 2, '第3級': 2, '第6級': 1, '第7級': 1}",3,Y,Y
303,張院長表示，各政府部門務必在三年半內，完成九二一地震災區重建，使災區民眾生活恢復常態，這是當前要務，各單位必須列出每月將完工的重建工程。,張 院長 表示 各 政府 部門 務必 在 三 年 半 內 完成 九二一 地震 災區 重建 使 災區 民眾 生活 恢復 常態 這 是 當前 要務 各 單位 必須 列出 每 月 將 完工 的 重建 工程,38,"{'High': 36, 'Low': 2}","{'第1*級': 3, 'Unknown': 6, '第4*級': 4, '第2級': 2, '第4級': 3, '第6級': 4, '第1級': 7, '第3級': 3, '第5級': 6}",1,Y,Y
304,中辦高中職校長遴選被指有弊端曾志朗：一切依法考評辦理,中辦 高中職 校長 遴選 被 指 有 弊端 曾志朗 一切 依法 考評 辦理,13,"{'Low': 4, 'High': 9}","{'Unknown': 5, '第4級': 2, '第7級': 2, '第2級': 1, '第1級': 1, '第3*級': 1, '第5級': 1}",2,Y,Y
305,【記者楊惠芳報導】針對全國教師會指控教育部中部辦公室辦理高中職校長遴選涉嫌「圍標」一事，教育部長曾志朗表示，目前整個遴選程序仍在進行中，即使部分學校校長遴選有同額競選的情形，但還有校長考評制度，一切都依法在做。,記者 楊惠芳 報導 針對 全 國 教師會 指控 教育部 中部 辦公室 辦理 高中職 校長 遴選 涉嫌 圍標 一 事 教育部長 曾志朗 表示 目前 整 個 遴選 程序 仍 在 進行 中 即使 部分 學校 校長 遴選 有 同額 競選 的 情形 但 還 有 校長 考評 制度 一切 都 依法 在 做,52,"{'High': 45, 'Low': 7}","{'第4級': 7, 'Unknown': 12, '第5級': 5, '第6級': 3, '第2級': 3, '第1級': 9, '第2*級': 1, '第7級': 4, '第1*級': 3, '第4*級': 2, '第3*級': 3}",7,Y,Y
306,教育部政務次長范巽綠表示，教育部會嚴格審查資格，要依校長的辦學績效評斷是否能連任、延任或參加遴選，全教會擔心太早了。,教育部 政務 次長 范巽綠 表示 教育部 會 嚴格 審查 資格 要 依 校長 的 辦學 績效 評斷 是否 能 連任 延任 或 參加 遴選 全教會 擔心 太早 了,28,"{'High': 22, 'Low': 6}","{'第5級': 5, '第6級': 4, 'Unknown': 8, '第4*級': 1, '第1*級': 2, '第4級': 2, '第1級': 2, '第3級': 1, '第2級': 1, '第7級': 1, '第3*級': 1}",4,Y,Y
307,教育部中部辦公室發言人孫金泉昨天指出，國立高中校長遴選辦法修正後，特別將校長的辦學績效列入考評，且採取兩階段的方式，就是為了尊重已有辦學經驗的校長。,教育部 中部 辦公室 發言人 孫金泉 昨天 指出 國立 高中 校長 遴選 辦法 修正 後 特別 將 校長 的 辦學 績效 列入 考評 且 採取 兩 階段 的 方式 就是 為 了 尊重 已 有 辦學 經驗 的 校長,38,"{'High': 34, 'Low': 4}","{'第5級': 7, 'Unknown': 9, '第2*級': 1, '第7級': 2, '第1級': 7, '第2級': 4, '第4級': 3, '第6級': 1, '第3級': 2, '第4*級': 2}",4,Y,Y
308,我國中學生數學程度較星、港優異,我國 中學生 數學 程度 較 星 港 優異,8,"{'High': 7, 'Low': 1}","{'Unknown': 3, '第4*級': 1, '第3*級': 1, '第2級': 1, '第5級': 1, '第6級': 1}",1,N,Y
309,【記者楊惠芳報導】中華中等教育學會去年首度引進「全美中學數學分級能力測驗—八年級（AMC8）」，結果臺灣共有八千五百九十一人參加。總平均分數為十一點五分（滿分二十五分），比全世界總平均十點五分還高，且滿分的有十二人，比新加坡、香港還多，顯示我國中學生的數學能力優異。,記者 楊惠芳 報導 中華 中等 教育 學會 去年 首度 引進 全 美 中學 數學 分級 能力 測驗 八年級 AMC8 結果 臺灣 共有 八千五百九十一 人 參加 總平均 分數 為 十一點五 分 滿分 二十五 分 比 全 世界 總平均 十點五 分 還 高 且 滿分 的 有 十二 人 比 新加坡 香港 還 多 顯示 我國 中學生 的 數學 能力 優異,59,"{'High': 46, 'Low': 13}","{'第4級': 2, 'Unknown': 22, '第5級': 4, '第3級': 2, '第4*級': 4, '第1級': 12, '第6級': 2, '第2級': 6, '第1*級': 3, '第3*級': 2}",11,Y,Y
310,另外，與全美測驗同時舉行的「臺灣地區國二程度數學能力測驗」成績也公布了，總平均分數為十點五分（滿分二十分），滿分的學生共十八名。,另外 與 全 美 測驗 同時 舉行 的 臺灣 地區 國二 程度 數學 能力 測驗 成績 也 公布 了 總平均 分數 為 十點五 分 滿分 二十 分 滿分 的 學生 共 十八 名,33,"{'High': 28, 'Low': 5}","{'第3級': 1, '第4*級': 4, '第2級': 4, '第1*級': 2, '第3*級': 2, '第4級': 3, '第1級': 7, 'Unknown': 9, '第5級': 1}",2,Y,N
311,值得一提的是，北市仁愛國小六年級學生劉哲宇以跳級方式在全美測驗中，得到二十四分的優異成績；在臺灣測驗中更得到滿分，堪稱數學小神童。,值得 一 提 的 是 北市 仁愛 國小 六年級 學生 劉哲宇 以 跳級 方式 在 全 美 測驗 中 得到 二十四 分 的 優異 成績 在 臺灣 測驗 中 更 得到 滿分 堪稱 數學 小 神童,36,"{'High': 31, 'Low': 5}","{'第4級': 1, '第1級': 8, '第3級': 1, 'Unknown': 11, '第3*級': 3, '第5級': 1, '第4*級': 4, '第1*級': 3, '第2級': 2, '第6級': 2}",3,Y,Y
312,中等教育學會說，二月十三日還要辦測驗，相關訊息可上網查詢，網址：www.tsea.org.tw。,中等 教育 學會 說 二月 十三日 還 要 辦 測驗 相關 訊息 可 上網 查詢 網址 wwwtseaorgtw,17,"{'Low': 3, 'High': 14}","{'第5級': 2, '第3級': 1, '第4*級': 4, '第1級': 2, 'Unknown': 5, '第3*級': 1, '第2*級': 1, '第6級': 1}",2,Y,Y
313,技專入學測驗報名九日截止,技專 入學 測驗 報名 九日 截止,6,"{'Low': 2, 'High': 4}","{'Unknown': 2, '第5級': 2, '第4*級': 1, '第4級': 1}",0,N,Y
314,請參閱國語日報,請 參閱 國語日報,3,"{'High': 1, 'Low': 2}","{'第1級': 1, '第6級': 1, 'Unknown': 1}",1,N,Y
315,高行健下月來訪,高行健 下 月 來訪,4,"{'Low': 1, 'High': 3}","{'Unknown': 2, '第1*級': 1, '第1級': 1}",1,N,Y
316,【記者王靖媛報導】諾貝爾文學獎得主高行健二月一日將以「臺北市駐市作家」的身分訪臺，進行為期兩週的訪問。,記者 王靖媛 報導 諾貝爾 文學獎 得主 高行健 二月 一日 將 以 臺北市 駐市 作家 的 身分 訪 臺 進行 為期 兩 週 的 訪問,24,"{'High': 19, 'Low': 5}","{'第4級': 4, 'Unknown': 8, '第5級': 4, '第6級': 2, '第1級': 3, '第4*級': 1, '第2級': 1, '第3級': 1}",5,Y,Y
317,高行健此行訪臺將有三場公開演講，並將與瑞典籍漢學家馬悅然進行一場座談。,高行健 此 行 訪 臺 將 有 三 場 公開 演講 並 將 與 瑞典籍 漢學家 馬悅然 進行 一 場 座談,21,"{'Low': 4, 'High': 17}","{'Unknown': 5, '第5級': 4, '第4級': 2, '第2級': 3, '第1級': 3, '第4*級': 3, '第7級': 1}",4,Y,Y
318,高行健是第一位獲得諾貝爾文學獎的華文作家，而臺北則是他得獎後第一個正式訪問的華文城市。,高行健 是 第一 位 獲得 諾貝爾 文學獎 的 華文 作家 而 臺北 則 是 他 得獎 後 第一 個 正式 訪問 的 華文 城市,24,"{'Low': 5, 'High': 19}","{'Unknown': 7, '第1級': 8, '第2級': 2, '第5級': 3, '第4級': 2, '第3*級': 1, '第3級': 1}",3,Y,Y
319,買永保安康車票不用排隊了,買 永保 安康 車票 不用 排隊 了,7,"{'High': 4, 'Low': 3}","{'第1級': 1, 'Unknown': 4, '第3級': 2}",0,N,Y
320,【記者陳昭玲報導】臺鐵臺南永康到保安站的車票，因取「永保安康」之意，近來廣受民眾喜愛，臺鐵繼二十世紀最後一天和二十一世紀第一天各推出六萬張「永保安康」紀念車票之後，決定再推出各種紀念車票。,記者 陳昭玲 報導 臺鐵 臺南 永康 到 保安站 的 車票 因 取 永 保 安康 之意 近來 廣 受 民眾 喜愛 臺鐵 繼 二十世紀 最後 一 天 和 二十一世紀 第一 天 各 推出 六萬 張 永 保 安康 紀念 車票 之後 決定 再 推出 各 種 紀念 車票,48,"{'High': 36, 'Low': 12}","{'第4級': 6, 'Unknown': 22, '第5級': 5, '第1級': 5, '第4*級': 2, '第6級': 1, '第2級': 5, '第1*級': 2}",4,Y,Y
321,臺鐵表示，「永保安康」精緻紀念車票附加了精美裝飾、成套包裝，提升收藏價值，首批銷售的紀念車票是世紀首尾日，未來將依八月八日等特殊日子，規畫各種吉祥日期套票。,臺鐵 表示 永 保 安康 精緻 紀念 車票 附加 了 精美 裝飾 成 套 包裝 提升 收藏 價值 首 批 銷售 的 紀念 車票 是 世紀 首尾 日 未來 將 依 八月 八日 等 特殊 日子 規畫 各 種 吉祥 日期 套票,42,"{'Low': 7, 'High': 35}","{'Unknown': 13, '第4*級': 4, '第6級': 5, '第4級': 5, '第5級': 7, '第3級': 1, '第1級': 3, '第3*級': 2, '第2級': 1, '第7級': 1}",0,Y,Y
